"N_Policy","Company","Category","Type_policy","Char","Started","Expired","City","Gross","Net","Commissions","id"
"214143946","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","лтм0521","22/08/2018","22/02/2019","лутикгмгс",32,21.31,4.26,11
"19013273634","имтеясакомийа","аутойимгтым","аМАМщЫСГ","фве2314","14/02/2018","14/05/2018","йояудаккоу",49,32.76,6.55,198
"7179903518","INTERASCO","пуяос","мщО сУЛБЭКАИО",NA,"01/12/2018","01/06/2019","баяг",104.27,69.68,18.12,1967
"19013375344","имтеясакомийа","аутойимгтым","аМАМщЫСГ","яо2327","16/02/2018","16/02/2019","паппадос",41,26.96,5.39,620
NA,"AIG","аутойимгтым","аМАМщЫСГ","луг9631","27/10/2018","27/10/2019","паппадос",122.02,90.54,18.11,620
"19013374377","имтеясакомийа","аутойимгтым","аМАМщЫСГ","угл9605","19/02/2018","19/08/2018","цкужада",118,80.13,16.03,1805
"19014208927","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","угл9605","20/08/2018","20/02/2019","цкужада",110,74.87,14.97,1805
"11621832","GENERALI","фыгс","аМАМщЫСГ",NA,"08/08/2018","08/09/2018","цакатси",16.69,13.2,2.24,1888
"11621832","GENERALI","фыгс","аМАМщЫСГ",NA,"08/09/2018","08/10/2018","цакатси",16.69,13.2,2.24,1888
"11621832","GENERALI","фыгс","аМАМщЫСГ",NA,"08/04/2018","08/05/2018","цакатси",16.69,13.2,2.24,1888
"11621832","GENERALI","фыгс","аМАМщЫСГ",NA,"08/02/2018","08/03/2018","цакатси",16.69,13.2,2.24,1888
"11621832","GENERALI","фыгс","мщО сУЛБЭКАИО",NA,"08/01/2018","08/02/2018","цакатси",51.42,13.2,2.24,1888
"11621832","GENERALI","фыгс","аМАМщЫСГ",NA,"08/07/2018","08/08/2018","цакатси",16.91,13.2,2.24,1888
"11621832","GENERALI","фыгс","аМАМщЫСГ",NA,"08/12/2018","08/01/2019","цакатси",16.69,13.2,2.24,1888
"11621832","GENERALI","фыгс","аМАМщЫСГ",NA,"08/03/2018","08/04/2018","цакатси",16.69,13.2,2.24,1888
"11621832","GENERALI","фыгс","аМАМщЫСГ",NA,"08/06/2018","08/07/2018","цакатси",16.69,13.2,2.24,1888
"11621832","GENERALI","фыгс","аМАМщЫСГ",NA,"08/05/2018","08/06/2018","цакатси",16.69,13.2,2.24,1888
"2044909180","ERGO A.A.E.Z","аутойимгтым","мщО сУЛБЭКАИО","луб2929","10/01/2018","10/07/2018","цеяас",64,43.22,9.51,1819
"2049024558","ERGO A.A.E.Z","аутойимгтым","мщО сУЛБЭКАИО","мфв4586","25/05/2018","25/08/2018","цеяас",39,26.52,5.83,1819
"214263571","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","мфв4586","30/11/2018","30/12/2018","цеяас",21,14.08,2.82,1819
"2051294152","ERGO A.A.E.Z","аутойимгтым","мщО сУЛБЭКАИО","мфв4586","27/08/2018","27/11/2018","цеяас",40,26.7,5.87,1819
"2050301465","ERGO A.A.E.Z","аутойимгтым","мщО сУЛБЭКАИО","луб2929","12/07/2018","12/01/2019","цеяас",64,43.22,9.51,1819
"31280313","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","уга7413","15/03/2018","15/09/2018",NA,91.61,62.79,12.56,1952
"6178190","GROUPAMA","пуяос","мщО сУЛБЭКАИО",NA,"04/01/2018","04/01/2019",NA,97.94,70.93,16.31,1952
"31280313","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","уга7413","15/09/2018","15/03/2019",NA,96.59,66.22,13.24,1952
"31331485","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","флв1421","28/05/2018","28/11/2018","ахгма",138.77,95.08,19.02,1838
"31331485","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","флв1421","28/11/2018","28/05/2019","ахгма",143.79,98.54,19.71,1838
"11670122","GENERALI","фыгс","аМАМщЫСГ",NA,"18/07/2018","18/08/2018","фежуяи",33.25,26.52,6.02,1892
"11670122","GENERALI","фыгс","аМАМщЫСГ",NA,"18/06/2018","18/07/2018","фежуяи",33.31,26.57,6.03,1892
"11670122","GENERALI","фыгс","аМАМщЫСГ",NA,"18/08/2018","18/09/2018","фежуяи",33.25,26.52,6.02,1892
"11670122","GENERALI","фыгс","аМАМщЫСГ",NA,"18/09/2018","18/10/2018","фежуяи",33.25,26.52,6.02,1892
"31339172","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","фли6736","01/12/2018","01/06/2019","цакатси",143.18,98.12,19.62,1839
"31339172","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","фли6736","01/06/2018","01/12/2018","цакатси",138.14,94.65,18.93,1839
NA,"AIG","аутойимгтым","аМАМщЫСГ","аим6206","05/01/2018","05/07/2018","ацяимио",102.41,76.22,15.24,1763
NA,"AIG","аутойимгтым","аМАМщЫСГ","аим6206","05/07/2018","05/01/2019","ацяимио",101.94,75.88,15.18,1763
"7190059765","PRIME INSURANCE","аутойимгтым","аМАМщЫСГ","ибт7656","13/01/2018","13/07/2018","лесокоцци",80.54,54.72,10.94,381
"19.21489467","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","иуу469","23/11/2018","23/05/2019","ахгма",46.46,32.04,6.73,584
"11530389","GENERALI","фыгс","аМАМщЫСГ",NA,"26/05/2018","26/06/2018","пеяистеяи",33.13,26.61,5.13,1885
"11537659","GENERALI","фыгс","аМАМщЫСГ",NA,"16/06/2018","16/07/2018","пеяистеяи",36.13,29,5.6,1885
"11537659","GENERALI","фыгс","аМАМщЫСГ",NA,"16/07/2018","16/08/2018","пеяистеяи",36.44,29,5.6,1885
"11530389","GENERALI","фыгс","аМАМщЫСГ",NA,"26/04/2018","26/05/2018","пеяистеяи",33.13,26.61,5.13,1885
"11537659","GENERALI","фыгс","аМАМщЫСГ",NA,"16/08/2018","16/09/2018","пеяистеяи",36.13,29,5.6,1885
"11537659","GENERALI","фыгс","аМАМщЫСГ",NA,"16/05/2018","16/06/2018","пеяистеяи",36.13,29,5.6,1885
"11530389","GENERALI","фыгс","аМАМщЫСГ",NA,"26/09/2018","26/10/2018","пеяистеяи",33.13,26.61,5.13,1885
"11537659","GENERALI","фыгс","аМАМщЫСГ",NA,"16/03/2018","16/04/2018","пеяистеяи",35.12,28.18,6.47,1885
"11530389","GENERALI","фыгс","аМАМщЫСГ",NA,"26/07/2018","26/08/2018","пеяистеяи",33.41,26.61,5.13,1885
"11537659","GENERALI","фыгс","аМАМщЫСГ",NA,"16/04/2018","16/05/2018","пеяистеяи",35.12,28.18,6.47,1885
"11530389","GENERALI","фыгс","аМАМщЫСГ",NA,"26/01/2018","26/02/2018","пеяистеяи",32.26,25.92,5.88,1885
"11530389","GENERALI","фыгс","аМАМщЫСГ",NA,"26/03/2018","26/04/2018","пеяистеяи",32.26,25.92,5.88,1885
"11537659","GENERALI","фыгс","аМАМщЫСГ",NA,"16/01/2018","16/02/2018","пеяистеяи",35.12,28.18,6.4,1885
"11530389","GENERALI","фыгс","аМАМщЫСГ",NA,"26/08/2018","26/09/2018","пеяистеяи",33.13,26.61,5.13,1885
"11530389","GENERALI","фыгс","аМАМщЫСГ",NA,"26/02/2018","26/03/2018","пеяистеяи",32.26,25.92,5.88,1885
"11537659","GENERALI","фыгс","аМАМщЫСГ",NA,"16/02/2018","16/03/2018","пеяистеяи",35.12,28.18,6.4,1885
"11537659","GENERALI","фыгс","аМАМщЫСГ",NA,"16/09/2018","16/10/2018","пеяистеяи",36.13,29,5.6,1885
"11530389","GENERALI","фыгс","аМАМщЫСГ",NA,"26/06/2018","26/07/2018","пеяистеяи",33.13,26.61,5.13,1885
"11530389","GENERALI","фыгс","аМАМщЫСГ",NA,"26/12/2018","26/01/2019","пеяистеяи",33.13,26.61,5.14,1885
"11537659","GENERALI","фыгс","аМАМщЫСГ",NA,"16/12/2018","16/01/2019","пеяистеяи",36.13,29,5.6,1885
"60962369","GROUPAMA","аутойимгтым","аМАМщЫСГ","йяф9063","14/10/2018","14/04/2019","коутяайи",113.58,81.39,14.42,1856
"60962369","GROUPAMA","аутойимгтым","мщО сУЛБЭКАИО","йяф9063","14/04/2018","14/10/2018","коутяайи",114.23,81.86,14.5,1856
"6177229","GROUPAMA","пуяос","аМАМщЫСГ",NA,"17/11/2018","17/11/2019","коутяайи",104.12,75.43,17.35,1856
"214128435","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","уге4598","07/08/2018","07/11/2018","паяоийиа",28,18.5,2.22,1946
"214258152","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","уге4598","26/11/2018","26/02/2019","паяоийиа",28,18.5,2.22,1946
"2027681807","ERGO A.A.E.Z","аутойимгтым","аМАМщЫСГ","ием7225","01/07/2018","01/10/2018","ламдяа",45,29.98,6.54,1676
"19013950675","имтеясакомийа","аутойимгтым","аМАМщЫСГ","уяу4823","05/10/2018","05/01/2019","ламдяа",81,54.74,10.95,1676
"60066107","ехмийг аСЖАКИСТИЙч","аутойимгтым","мщО сУЛБЭКАИО","лем698","11/01/2018","11/04/2018","ламдяа",27.11,19.35,3.87,1676
"213881740","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","уяу4823","05/03/2018","05/04/2018","ламдяа",33,21.88,4.38,1676
"60066107","ехмийг аСЖАКИСТИЙч","аутойимгтым","аМАМщЫСГ","лем698","11/07/2018","11/10/2018","ламдяа",27.31,19.5,4.49,1676
"19013950675","имтеясакомийа","аутойимгтым","аМАМщЫСГ","уяу4823","05/07/2018","05/10/2018","ламдяа",81,54.74,10.95,1676
"19013950675","имтеясакомийа","аутойимгтым","аМАМщЫСГ","уяу4823","05/04/2018","05/07/2018","ламдяа",81,54.74,10.95,1676
NA,"суметаияистийг","аутойимгтым","аМАМщЫСГ","ием7224","23/11/2018","23/02/2019","ламдяа",62,41.55,8.31,1676
"60066107","ехмийг аСЖАКИСТИЙч","аутойимгтым","аМАМщЫСГ","лем698","12/10/2018","12/01/2019","ламдяа",27.31,19.5,4.49,1676
NA,"суметаияистийг","аутойимгтым","аМАМщЫСГ","уят3521","05/10/2018","05/01/2019","ламдяа",86,58.53,11.71,1676
"19013547840","имтеясакомийа","аутойимгтым","аМАМщЫСГ","уяу4823","02/01/2018","02/02/2018","ламдяа",33,21.88,4.38,1676
NA,"суметаияистийг","аутойимгтым","аМАМщЫСГ","ием7224","23/05/2018","23/08/2018","ламдяа",62,41.55,8.31,1676
"60066107","ехмийг аСЖАКИСТИЙч","одийгс богхеиас","п пЯэНГ лЕТАТЯОПчР","лем698","11/07/2018","11/10/2018","ламдяа",10.45,9.09,0.64,1676
"2027681807","ERGO A.A.E.Z","аутойимгтым","аМАМщЫСГ","ием7225","01/01/2018","01/04/2018","ламдяа",49,32.62,7.12,1676
NA,"суметаияистийг","аутойимгтым","аМАМщЫСГ","уят3521","05/07/2018","05/10/2018","ламдяа",71,48.07,9.61,1676
"2027681807","ERGO A.A.E.Z","аутойимгтым","аМАМщЫСГ","ием7225","01/10/2018","01/01/2019","ламдяа",44,29.98,6.54,1676
NA,"суметаияистийг","аутойимгтым","п пЯэНГ лЕТАТЯОПчР","уят3521","05/07/2018","05/10/2018","ламдяа",14.57,10.46,2.09,1676
NA,"суметаияистийг","аутойимгтым","аМАМщЫСГ","ием7224","23/08/2018","23/11/2018","ламдяа",62,41.55,8.31,1676
"60066107","ехмийг аСЖАКИСТИЙч","одийгс богхеиас","п пЯэНГ лЕТАТЯОПчР","лем698","11/04/2018","11/07/2018","ламдяа",10.45,9.09,0.64,1676
"60066107","ехмийг аСЖАКИСТИЙч","аутойимгтым","аМАМщЫСГ","лем698","11/04/2018","11/07/2018","ламдяа",27.31,19.5,4.49,1676
"19013547840","имтеясакомийа","аутойимгтым","аМАМщЫСГ","уяу4823","02/02/2018","02/03/2018","ламдяа",33,21.88,4.38,1676
NA,"суметаияистийг","аутойимгтым","аМАМщЫСГ","уят3521","05/01/2018","05/04/2018","ламдяа",71,48.07,9.61,1676
"60066107","ехмийг аСЖАКИСТИЙч","одийгс богхеиас","п пЯэНГ лЕТАТЯОПчР","лем698","11/01/2018","11/04/2018","ламдяа",10.45,9.09,1.82,1676
"2027681807","ERGO A.A.E.Z","аутойимгтым","аМАМщЫСГ","ием7225","01/04/2018","01/07/2018","ламдяа",49,32.62,7.12,1676
"60066107","ехмийг аСЖАКИСТИЙч","одийгс богхеиас","п пЯэНГ лЕТАТЯОПчР","лем698","12/10/2018","12/01/2019","ламдяа",10.45,9.09,0.64,1676
NA,"суметаияистийг","аутойимгтым","аМАМщЫСГ","ием7224","23/02/2018","23/05/2018","ламдяа",62,41.55,8.31,1676
NA,"суметаияистийг","аутойимгтым","аМАМщЫСГ","уят3521","05/04/2018","05/07/2018","ламдяа",71,48.07,9.61,1676
"103211533","ALLIANZ еуяыпаийг пистг","аутойимгтым","аМАМщЫСГ","афг7200","27/12/2018","27/06/2019","лутикгмг",69.85,46.66,9.33,438
"2048170409","ERGO A.A.E.Z","аутойимгтым","мщО сУЛБЭКАИО","яй6479","25/04/2018","25/10/2018","лутикгмг",21,13.9,3.06,438
"2048170409","ERGO A.A.E.Z","аутойимгтым","аМАМщЫСГ","яй6479","25/10/2018","25/04/2019","лутикгмг",21,13.9,3.06,438
"103211533","ALLIANZ еуяыпаийг пистг","аутойимгтым","мщО сУЛБЭКАИО","афг7200","27/06/2018","27/12/2018","лутикгмг",66.85,44.63,8.93,438
"7190045497","PRIME INSURANCE","аутойимгтым","аМАМщЫСГ","улй8063","14/04/2018","14/10/2018",NA,64.54,43.86,8.77,1862
"7190045497","PRIME INSURANCE","аутойимгтым","аМАМщЫСГ","улй8063","17/10/2018","17/04/2019",NA,66.52,45.5,9.1,1862
"7199712876","INTERASCO","аутойимгтым","аМАМщЫСГ","луг2690","25/07/2018","25/07/2019",NA,178.24,116.89,23.38,1756
"19013862490","имтеясакомийа","аутойимгтым","аМАМщЫСГ","уги0739","25/12/2018","25/06/2019","паппадос",32,21.31,4.26,1727
"19013862490","имтеясакомийа","аутойимгтым","аМАМщЫСГ","уги0739","25/06/2018","25/12/2018","паппадос",32,21.31,4.26,1727
"19.21324503","INTERLIFE асжакистийг","аутойимгтым","аМАМщЫСГ","лум0864","19/07/2018","19/10/2018","цеяа",35.33,24.36,5.12,1917
"30702980","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","луг4697","30/10/2018","30/04/2019","цеяа",56.23,38.62,7.72,1917
"30702980","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","луг4697","30/04/2018","30/10/2018","цеяа",56.5,38.82,7.76,1917
"19.21324503","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","лум0864","19/04/2018","19/07/2018","цеяа",35.33,24.36,5.12,1917
"2046267030","ERGO A.A.E.Z","аутойимгтым","мщО сУЛБЭКАИО","луг4649","19/02/2018","19/05/2018","цеяас",38,25.42,5.59,1814
"2046267030","ERGO A.A.E.Z","аутойимгтым","аМАМщЫСГ","луг4649","19/05/2018","19/08/2018","цеяас",38,25.42,5.59,1814
"11287326","GENERALI","фыгс","аМАМщЫСГ",NA,"18/05/2018","18/11/2018","аваямес",117.73,94.03,14.12,306
"11287523","GENERALI","фыгс","аМАМщЫСГ",NA,"19/11/2018","19/05/2019","аваямес",124.85,99.71,14.11,306
"11287326","GENERALI","фыгс","аМАМщЫСГ",NA,"18/11/2018","18/05/2019","аваямес",124.85,99.71,14.11,306
"11287523","GENERALI","фыгс","аМАМщЫСГ",NA,"19/05/2018","19/11/2018","аваямес",117.73,94.03,14.12,306
"7199804448","INTERASCO","аутойимгтым","аМАМщЫСГ","иби2175","18/02/2018","18/02/2019","ахгма",242.76,159.13,31.83,395
"11306782","GENERALI","фыгс","аМАМщЫСГ",NA,"28/11/2018","28/12/2018","пеяистеяи",21.66,17.29,2.6,1160
"9797281","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","фгт541","11/04/2018","11/04/2019","пеяистеяи",86.72,59.65,11.93,1160
"11306782","GENERALI","фыгс","аМАМщЫСГ",NA,"28/10/2018","28/11/2018","пеяистеяи",21.66,17.29,2.6,1160
"11305387","GENERALI","фыгс","аМАМщЫСГ",NA,"23/06/2018","23/07/2018","пеяистеяи",19.82,15.83,2.38,498
"11305387","GENERALI","фыгс","аМАМщЫСГ",NA,"23/05/2018","23/06/2018","пеяистеяи",19.82,15.83,2.38,498
"11305387","GENERALI","фыгс","аМАМщЫСГ",NA,"23/04/2018","23/05/2018","пеяистеяи",19.82,15.83,2.38,498
"11306782","GENERALI","фыгс","аМАМщЫСГ",NA,"28/07/2018","28/08/2018","пеяистеяи",21.91,17.29,2.6,498
"11306782","GENERALI","фыгс","аМАМщЫСГ",NA,"28/06/2018","28/07/2018","пеяистеяи",21.66,17.29,2.6,498
"11305387","GENERALI","фыгс","аМАМщЫСГ",NA,"23/07/2018","23/08/2018","пеяистеяи",20.07,15.83,2.38,498
"11306782","GENERALI","фыгс","аМАМщЫСГ",NA,"28/01/2018","28/02/2018","пеяистеяи",21.66,17.29,2.6,498
"11306782","GENERALI","фыгс","аМАМщЫСГ",NA,"28/05/2018","28/06/2018","пеяистеяи",21.66,17.29,2.6,498
"11305387","GENERALI","фыгс","аМАМщЫСГ",NA,"23/02/2018","23/03/2018","пеяистеяи",19.82,15.83,2.38,498
"11305387","GENERALI","фыгс","аМАМщЫСГ",NA,"23/01/2018","23/02/2018","пеяистеяи",19.82,15.83,2.38,498
"11305387","GENERALI","фыгс","аМАМщЫСГ",NA,"23/12/2018","23/01/2019","пеяистеяи",21,16.78,2.37,498
